COMMENT_ID;AUTHOR;DATE;CONTENT;CLASS
_2viQ_Qnc69MEEHHJxZ427KX8MlljJPnUC2YBbvbWwY;ThirdDegr3e;13/07/2013 20:48;**CHECK OUT MY NEW MIXTAPE**** **CHECK OUT MY NEW MIXTAPE**** **CHECK OUT MY NEW MIXTAPE*** ***CHECK OUT MY NEW MIXTAPE******CHECK OUT MY NEW MIXTAPE**** **CHECK OUT MY NEW MIXTAPE**** **CHECK OUT MY NEW MIXTAPE*** ***CHECK OUT MY NEW MIXTAPE******CHECK OUT MY NEW MIXTAPE**** **CHECK OUT MY NEW MIXTAPE**** **CHECK OUT MY NEW MIXTAPE*** ***CHECK OUT MY NEW MIXTAPE******CHECK OUT MY NEW MIXTAPE**** **CHECK OUT MY NEW MIXTAPE**** **CHECK OUT MY NEW MIXTAPE*** ***CHECK OUT MY NEW MIXTAPE****;1
_2viQ_Qnc6_RKHVetk9kLzx8ZC62_J7y73FWFSBTe8Q;ThirdDegr3e;13/07/2013 20:47;**CHECK OUT MY NEW MIXTAPE**** **CHECK OUT MY NEW MIXTAPE**** **CHECK OUT MY NEW MIXTAPE*** ***CHECK OUT MY NEW MIXTAPE******CHECK OUT MY NEW MIXTAPE**** **CHECK OUT MY NEW MIXTAPE**** **CHECK OUT MY NEW MIXTAPE*** ***CHECK OUT MY NEW MIXTAPE******CHECK OUT MY NEW MIXTAPE**** **CHECK OUT MY NEW MIXTAPE**** **CHECK OUT MY NEW MIXTAPE*** ***CHECK OUT MY NEW MIXTAPE******CHECK OUT MY NEW MIXTAPE**** **CHECK OUT MY NEW MIXTAPE**** **CHECK OUT MY NEW MIXTAPE*** ***CHECK OUT MY NEW MIXTAPE****;1
_2viQ_Qnc68TufyXKiTwky80ewSPbhRiD5XFHrJH9lg;Ysobel Schofield;13/07/2013 20:17;Waka waka she rules;0
_2viQ_Qnc689m-WiwOwvrQU7LvkLAgspnfXL8ovE0ME;TheHotChocolate;13/07/2013 18:26;she is sooooo beautiful!;0
_2viQ_Qnc6_1Hq9MGlefkBIszt9rYD3S_CozADvMhQ4;Dinova Sharon;13/07/2013 14:44;well done shakira;0
_2viQ_Qnc6-bMSjqyL1NKj57ROicCSJV5SwTrw-RFFA;Katie Mettam;13/07/2013 13:27;I love this song because we sing it at Camp all the time!!;0
_2viQ_Qnc6-pY-1yR6K2FhmC5i48-WuNx5CumlHLDAI;Sabina Pearson-Smith;13/07/2013 13:14;I love this song for two reasons: 1.it is about Africa 2.i was born in beautiful south Africa;0
_2viQ_Qnc6_k_n_Bse9zVhJP8tJReZpo8uM2uZfnzDs;jeffrey jules;13/07/2013 12:09;wow;0
_2viQ_Qnc6_yBt8UGMWyg3vh0PulTqcqyQtdE7d4Fl0;Aishlin Maciel;13/07/2013 11:17;Shakira u are so wiredo;0
_2viQ_Qnc685RPw1aSa1tfrIuHXRvAQ2rPT9R06KTqA;Latin Bosch;12/07/2013 22:33;Shakira is the best dancer;0
z12rwfnyyrbsefonb232i5ehdxzkjzjs2;Lisa Wellas;;+447935454150 lovely girl talk to me xxx?;1
z130wpnwwnyuetxcn23xf5k5ynmkdpjrj04;jason graham;29/05/2015 2:26;I always end up coming back to this song<br />?;0
z13vsfqirtavjvu0t22ezrgzyorwxhpf3;Ajkal Khan;;"my sister just received over 6,500 new <a rel=""nofollow"" class=""ot-hashtag"" href=""https://plus.google.com/s/%23active"">#active</a> youtube views Right now. The only thing she used was pimpmyviews. com?";1
z12wjzc4eprnvja4304cgbbizuved35wxcs;Dakota Taylor;29/05/2015 2:13;Cool?;0
z13xjfr42z3uxdz2223gx5rrzs3dt5hna;Jihad Naser;;"Hello I&#39;am from Palastine?";1
z133yfmjdur4dvyjr04ceh2osl2fvngrqi4;Darrion Johnson;29/05/2015 1:27;"Wow this video almost has a billion views! Didn&#39;t know it was so popular ?";0
z12zgrw5furdsn0sc233hfwavnznyhicq;kyeman13;;Go check out my rapping video called Four Wheels please ???;1
z12vxdzzds2kzzrzq04cdjc4ozq2szuyl5o;Damax;29/05/2015 0:41;Almost 1 billion?;0
z12gxdortqzwhhqas04cfjrwituzghb5tvk0k;Muhammad Asim Mansha;;Aslamu Lykum... From Pakistan?;1
z132wd4ywmicxj2gn04cdfhilyryjhmjhk00k;JuanPa Rap;28/05/2015 23:23;Eminem is idol for very people in España and Mexico or Latinoamerica?;0
z13si1rx3nnbshdoj04cinipcqzwsdhq0bc;Mjt12;;Help me get 50 subs please ?;1
z13hwbshcnrhztsw204cirfgvregzvywmag;emily 13;28/05/2015 23:10;i love song :)?;0
z13nsd141x24yjh2m224xvlhisrqet4pj04;TheJohnRage;;"Alright ladies, if you like this song, then check out John Rage.  He&#39;s a smoking hot rapper coming into the game.  He&#39;s not better than Eminem lyrically, but he&#39;s hotter. Hear some of his songs on my channel.?";1
z132ib3jvvqvzjj5t04ccrequzy5jhvr5ps0k;William Davis;28/05/2015 22:42;"The perfect example of abuse from husbands and the thing is I&#39;m a feminist so I definitely agree with this song and well...if I see this someone&#39;s going to die! Just sayin.?";0
z13puxp4xp35shhfy22bxx5pqlecxhqgc04;Ashleigh_ Baise;28/05/2015 22:21;The boyfriend was Charlie from the TV show LOST ?;0
z13kyh3gdnnzdvxjt04ch5xzwlvjyfujpik;Lauralyn Karoll;;"<a href=""https://www.facebook.com/groups/100877300245414/"">https://www.facebook.com/groups/100877300245414/</a>?";1
z12lhjtxlsisx55yu04cjp3x2mnmu34bh3g;Shirley Lim;;Take a look at this video on YouTube:?;1
z13hhxajgrnldjmn523dsjqynsewilbm1;TMCB production (Instrumental Beats);;Check out our Channel for nice Beats!!?;1
z12xurdj0qznephwg04cftq5rszgxdnq0xw0k;Sylith;28/05/2015 21:50;Rihanna and Eminem together are unstoppable.?;0
z13isdtoikvzjlkij04cjxchbpv1tvpgmx40k;nepaladventure;;Check out this playlist on YouTube:?;1
z13qf1qgcyigy14mx223iv2yqxb5ebze4;Pugnsuit;28/05/2015 21:32;This song is about Rape and Cheating     <br /><br /><br /><br /><br /><br /><br /><br /><br /><br />Basically.....?;0
z13tyhj4drvcxzllt222tvwp3qi1e34ju04;Inga Lomidze;;like please?;1
z12fcjxowubrsnwx104cftlgcpfzw5uwbug0k;Izana;28/05/2015 20:46;"I love this song, can&#39;t believe it was 5 years ago, it doesn&#39;t get old though?";0
z12yg3dp5kf0hnbdj23aftm4iovygt32c;Daniel Klous;28/05/2015 20:24;OMG that looks just like a piece of the mirror of harry potter and the deathly hallows.<br />Either that house. (sirius black)?;0
z13xstfb3srrybsb404ccl5w4u3gin4pliw;Martin Gébele MUSIC;;"I shared my first song &quot;I Want You&quot;, and I hope you&#39;ll like it. Take a listen!???? <a href=""https://youtu.be/-YfUY4gKr1c"">https://youtu.be/-YfUY4gKr1c</a>?";1
z12nebyotsjgdxusi22nwj04pzypjx4ti;Crudgy;;Come and check out my music!Im spamming on loads of videos but its just to try and get my music across to new people?;1
z13ke3jo2mejdbj3v22rslzzwuekwhsch;Joyce Jones;;Check out this playlist on YouTube:?;1
z13gvxshio2lcx1fx22oc3jplwmhzrpsz;Hambro;;"HUH HYUCK HYUCK IM SPECIAL WHO&#39;S WATCHING THIS IN 2015 IM FROM AUSTRALIA OR SOMETHING GIVE ME ATTENTION PLEASE IM JUST A RAPPER WITH A DREAM IM GONNA SHARE THIS ON GOOGLE PLUS BECAUSE IM SO COOL.?";1
z12litdrrkzmg51kn23ghl2rctvttp0c4;LIL TEZ;28/05/2015 20:11;You exactly who u want to be,watching your favourite rappers on tv?;0
z13mwrzgekanfjbnw23pgfwzwzf4wxgwv04;Maryf;28/05/2015 19:27;Rihanna is absolutely gorgeous in this video.?;0
z12wefdg1w2sz3ase22tsd4j2xn1ybakp;There's No Saving Grace (FreakOffLeash);;"Check out this video on YouTube:<br /><br />Love this song... It&#39;s all good will never go back that but I&#39;ll always remember the passion but never want to go back to being dysfunctional insanity....... Goal is to live happy not live insane. ?";1
z12phhz5snysw5yn122xtjtiennhtlqc5;Kishore sl;28/05/2015 18:41;"Don&#39;t love someone soo much, love the way u lie..?";0
z121djwacsnbjhafe22nfvj5fuqti5i0t;Dragon Addict;28/05/2015 17:49;one of the BEST SONGS in music history?;0
z12txfjzxvnaez5ov04cgjkbhnrnt3nzv04;Belinda Mitchell;;Check out this playlist on YouTube:?;1
z125zruy3pfweniga04celt52kjjjxvgik40k;Klaudia Marysol;;Check out this video on YouTube:?;1
z133sdliqlyvjldpn04cdxfhltqeen2gtsc0k;Rachael Knapp;;Check out this video on YouTube:?;1
z12bdbbiyljvspiop04cgxpzmz3fgn2zppw0k;susie johnson;28/05/2015 17:27;No-I hate The Way U LIe!!?;0
z12ruf1qbzv5xxdqq04cgjmiknmhx1mq314;Playboy 808;28/05/2015 17:25;"Fuck Eminem. Bieber is the best &lt;3?";0
z13ss524vpztvf2de23cyz2bmlfbvtcx304;Melissa Erhart;;Check out this playlist on YouTube:chcfcvzfzfbvzdr?;1
z13uhpnygtntxr1q104cdb441oz0c5lz3yk0k;melissa delaney;;Check out this playlist on YouTube: ?;1
z12hsdhwjqesj54wz04cc5aikwemsrarvak;Ben Romanucci;;Im gonna share a little ryhme canibus blows eminem away a quadrillion times especially about the categories of intelligent things in his mind. That he learned and rapped about and forgot before eminem spit his first ryme.luv ya linz 4e?;1
z12evpx4aliqc1fmp22sifxaiubaxrwre04;kevin alvarado;;Check out this video on YouTube:?;1
z13gctgbhzitfr1up22axlkztzntfvjzt04;mona lavallee;;Check out this video on YouTube<br /><br /><br />?;1
z13ktfeorojjx3dbd04cdzngspmlzj5qghs;Daniel Wagemans;;CHECK OUT THE NEW REMIX !!!<br />CLICK CLICK !!?;1
z12asj4zop3ktr1le22ac54rmryqg321y;Greg Porter;;Check out this playlist on YouTube:?;1
z12avrn4pmaaw34bc04cjfhhjvuazn3w0qk0k;Chris Faith;;"I personally have never been in a abusive relationship. I probably never will. I don&#39;t hit women. Mom has my dad used to hit my mom before he left. I can relate I&#39;m writing about one at the moment subscribe to hear it. EVERY fan counts.?";1
z12ofn4qmkmadrykm22bw5dgns3cxjcrh04;sonia prudencio;28/05/2015 16:58;Love??????;0
z130wtjzpzjvzdtrf04cd5e4zpehgro5eoo0k;Romulus IV;28/05/2015 16:09;"Haha, I can&#39;t believe how many kids listen to Eminem.  You kids know that he does drugs and ends high in jail. I wonder why he never ended OD. ?";0
z12qslfpnzyytzhfs23sxzpo0zjnibzw404;awsome models;;plese subscribe to me?;1
z134hvbh0uqsvrhvc22bd5irmlnsxll4f04;Kyle Joyce;;Check out this video on YouTube:?;1
z12vv12yzxuzhnaw104cg3hyboiwyvc4ea0;CypherBrothers;;Aye homies check out our remix to 50 Cent Your Life Is On The Line we just started our youtube channel and we are all ways working hard, give us some feed back on our latest song on what you guys think if you like show support.?;1
z13zety5rwintlwlp23jtf5gxtalhlqrx04;Lynda Johnson;28/05/2015 15:19;"this is the 2nd most best song when im gone by m&amp;m?";0
z12pivfwewrbghj5504ccf5binmnurn5chg;Bryan Carter;;Check out this video on YouTube:?;1
z12ujdnhpwroej3rd04cgrlguunjdnfwmkc0k;Bo Lanciné MAGASSOUBA;28/05/2015 11:47;WE GO FOR 1,000,000,000 FOR EMINEM?;0
z12zfn0hzpazglcqa04cel05ixmujrq4ns40k;Supernatural Kubilay;28/05/2015 7:23;Eminem and Rihanna sing the song very well.?;0
z12mjlfh2wyzzzc3e22sehuzmmjmstlv2;Bilinmeyenin Bilinmeyeni;;Subscribe me Secret videos :D?;1
z13ahxgwpxvqwdc5l04cfx04zujse1vqprc0k;Janie Musgrove;;Check out this video on YouTube:?;1
z13agbcrkp34wjdgl04cefs5lvvcxzeoj0s;Karen Cook;;"Check out this video on YouTube:but I&#39;m not Rhinnah?";1
LneaDw26bFt7RP87Zm4xWaDRwG5SE0XUHC_YBbvPQhQ;ultimatecleanmusic;;Subscribe to me for clean Eminem!;1
LneaDw26bFshLT1-9YrPxWqbLzAdCIz2qsKDoIM2SDY;DJ ROY;; Hey youtubers... {**}I really appreciate all of you who took the time, to read this, I am just a 19 year old boy who wants to be a successful musician in the           music world. {**}I dont have any money to advertise my channel, {**}If you could just visit my channel, comment on my video or subscribe, that would be great.... {**}It will only be few seconds of your life..... {**}Thank u to all the people who just gave me a chance l really appreciate it ;1
z13dd1easxeqvnjxj04cerrianuqvzhyh3g;Puan Sha Zamri;28/05/2015 7:22;"LOVE THE WAY YOU LIE ..&quot;?";0
z12dhdyq0lrxvfnkc23audjzgyjlhjoi204;andrewregino1;;Check out this video on YouTube:?;1
LneaDw26bFsY5GVSw7Ysrp_qYtM0fQNxxmgXMIejcys;Pedazo Astur;;This guy win dollars sleeping... m m m he loves the planet its full of RETARDS;1
LneaDw26bFspn3Az6aidHV7B4bezpM4wwmxPZdnRcI0;A Way With Words;;Check out our cover of this song!;1
z13bjd54knqthbzis04cjb5xxsydfhzqejk;Louis Serano;;Check out this video on YouTube:?;1
z13cxvn4hyjbyjiab04cepiynzaihpmpp24;Muhamat Agus;28/05/2015 6:20;goot?;0
z12yzzqoozqieho4x04ci12qbrzhyzyyvjg;iSmartKid;28/05/2015 3:27;2015 but Im still listening to this!?;0
z13fybbinsbfsxkmp22xcdlr1lqjuzi5i04;Jodie Jackson;28/05/2015 1:55;How is this the most watched Eminem video, it beats not afraid? ?;0
LneaDw26bFt7AvG8x15igOZvrWApak5Zh5-PPag9YTs;themagicmangotree;;Check out my channel for funny skits! Thanks!;1
LneaDw26bFvYw369Q5okcXCmHP7yDxn75UhHEKdI8Kc;AllDailyVines;;hahahahah ???? :D like vines ?  Subscribe to me for daily vines;1
LneaDw26bFsR_suTFQXPd6_Nuv-oikecM7Vx539o-2k;Samantha Sawyer;;please read this please! i am a country singer who is trying to become someone. so if you would like my videos please. just type... boys round here by country girl (only on computer) wasting all these tears e.t. please subscribe and like;1
z124ipdjxtumszl0c23schdzqpb0xvczx04;Tajuanna Davis;;Check out this video on YouTube:?;1
LneaDw26bFscYlZhrdft-O6Q7koeIpT4s4zpkbDHxl4;FreshX;;GUYS SHARE THIS VIDEO!!!!!  HE must have 1.000.000.000 views  Share on Facebook, groups, pages!!;1
LneaDw26bFsrleSoC9hVAdk8QmJCwfmQ1BuBDhQBQ6E;Wild 'N' Out;;CHECK OUT Eminem - Rap God LYRIC VIDEO;1
z13durcjdm23ifwo204cfxhzawawsrmps24;Alura Patterson;28/05/2015 1:51;Love this song?;0
z12ied2xrpvuyrhkw224hxphqrzeev5s2;Cristian Sepulveda;28/05/2015 1:47;Rihana, Love Me. :(?;0
LneaDw26bFuUatkiFUWLUY4JNw8D3HREKe8cD134B3U;Michael J. Cabose;;like this comment then type 1337;1
z12buhk4iou1g3jl322ts5mzltm4fdhpz04;RoyEpperson;28/05/2015 0:59;Is that Charlie from lost?<br />?;0
z13hcbfavrmgdz5df23nvnewnrbqj31vr;TheSkullcrusher73;28/05/2015 0:13;who the fuck cheats on megan fox?;0
z13ui5tzlzucinaab04chvzqps22cxhznxc0k;Sebastian Martinez;27/05/2015 23:35;that is megan fox?;0
z13ufngwhsmyedddo23yhp3hroypufsmz;Febe Gonzalez;27/05/2015 21:01;I love music?;0
LneaDw26bFv6O3PTavPjpuAqyBikCq_8e6hyf4UjzYU;Michael J. Cabose;;like this comment then type 1337;1
z13xcrw5xrregt5gu04cg5rrtl3mwdkp33o;Laura Da Silva;27/05/2015 20:53;????????;0
z13seb1gkmvqd1qne22ef3uihziwzlpqc04;Bayern Franken;27/05/2015 20:37;hot,hot?;0
z134hfcw5v20ztroh04cjv4aezyaz5lq3zs0k;Tyler Gilman;;Check out this video on YouTube:?;1
LneaDw26bFuiuUSZ-vXu3wz5XEsS6fhI7SHFsSXLcdo;ViperFoe;;Wow justin Bieber is Better  thats why when he buys medication he always shares with his half wited money alfred but sadly enough he is an attention hog with swamp ass and an eating disorder filled with sassy mice, and flaming hot cheetos that he can eat with the power of the samurman.;1
z13oexlyfxivznriw04cdxmqqpmgy3bi5z40k;Jimmy Hopkins;27/05/2015 20:02;"this fucking song like a&#39;n oreo the only white part is the good 1?";0
z12oyrwohnngydher22nvh2qqvmtcvqo004;Dale Sullivan;27/05/2015 19:09;"no where near one of eminems actual best songs, real fans know what im talking about: Untitled, cold wind blows, welcome 2 hell, elevator, business, wtp, almost famous, 25 to life, rock bottom, no apologies, same song and dance, without me, way i am, toy soldiers, mosh and insane &lt; songs off the top of my head that&#39;s better?";0
LneaDw26bFuP3B-am8XnZ--Od7F-JAwYOX4wwSK6Z64;volleyballspikerable;;"Finally someone shares the same opinion as me. I&#39;ve tried really hard to like Gangnam style but I just can&#39;t, I don&#39;t even get the dance either. A song like this should be more popular than Gangnam Style, at least it makes sense.";1
LneaDw26bFutstEGU6gC3skDv8gnI8WnvWwvbuw3TP0;DanteBTV;;Check Out The New Hot Video By Dante B Called Riled Up;1
LneaDw26bFvx3P5m9aHNEmwxaQJ2-C9iXQYdJD8fpiA;DanteBTV;;Check Out The New Hot Video By Dante B Called Riled Up;1
z12ithhjbzzhwdmy504cfd4ypkiiizlbg3k;Ali Baza;27/05/2015 18:33;Still listening,still same pleasure?;0
LneaDw26bFuYQhgPVcKoJxOS7aSiV7l-Ce25QwQEabw;Josephine Monti;;"???????????????????????????????????????????????????????? FACEBOOK PASSWORD HACK 2013! facebook-pass-hack2013.blogspot.com ONLY 100% WORKING SOFTWARE FOR HACKING ANY FACEBOOK PASSWORD! It&#39;s FREE for download and breaks any password in 10-15 minutes! 100% virus free! For details and FREE DOWNLOAD please visit facebook-pass-hack2013.blogspot.com ????????????????????????????????????????????????????????";1
z12ey1yzeo3quba4j04cfri44zazflihkes;Aurora Calvanelli;27/05/2015 18:00;I love you!???;0
z13qjrqjnqbcvnpeg23lubsaezyzx1wti;LXZNY;27/05/2015 17:47;2010? The time past so fast ..?;0
LneaDw26bFsE40L22WKVUqwIkp6g-YbHB2NgDr9DNo8;Dakoda Bigelow;;"Hey everyone, I&#39;m Dakoda Bigelow.  I&#39;m a 17 year old singer, rapper and producer.  I&#39;ve gained over 490,000 views so far but I really need more views, likes and subscribers in order to make it.  Check out my brand new music video for my song So Gone!  Also check out my new song called Deaf.  A few moments of your time would be greatly appreciated and you won&#39;t regret it :)  Please thumbs this up so more people can see it!  Thanks for the support.";1
z13ddxrp0kv1gb13u22xudej0xrfwjk1f;ankan412;27/05/2015 17:38;#2015 FUCK YEAH?;0
z134d5u5gkeeudxkj234wpgbxxezi1eb104;UserGamer51 _;27/05/2015 17:33;eminem is a ginius stop!?;0
z13sgp25fzybg11lc23bhncaipqvgz14q04;Fill Reseni;27/05/2015 17:10;The rap: cool     Rihanna: STTUUPID?;0
z12pxz2gvtrzfntqz04chluidzjvtr0yf04;Amer Amer;27/05/2015 15:40;Just gonna stand there and hear me cry ..?;0
z12ndfzrsunjyji1522exnrwcl3rt11eh;AliBerk Özer;27/05/2015 15:16;Love?;0
z12mw1oyume1vb3by04ci3u5it3pgbbgrng0k;King Kunta;27/05/2015 9:59;Feels and emotions in this song...God damn?;0
LneaDw26bFt04z-5gd60QQsZAfjRxMsf7yqOomgDuvg;Joden Brett;;all u should go check out j rants vi about eminem;1
z13gi54oqrf2hlkxg04cedchhrnjy13oj4s;GB REEFAT;27/05/2015 7:44;MEGAN FOX AND EMINEM TOGETHER IN A VIDEO  DOESNT GET BETTER THAN THAT?;0
z13suzmh3uztgzwpo04cczvhfqfyifcawws0k;char mcleod;;"Check out this video on YouTube: <a rel=""nofollow"" class=""ot-hashtag"" href=""https://plus.google.com/s/%23Eminem"">#Eminem</a> <a rel=""nofollow"" class=""ot-hashtag"" href=""https://plus.google.com/s/%23Lovethewayyoulie"">#Lovethewayyoulie</a> <a rel=""nofollow"" class=""ot-hashtag"" href=""https://plus.google.com/s/%23RapGod"">#RapGod</a> <a rel=""nofollow"" class=""ot-hashtag"" href=""https://plus.google.com/s/%23King"">#King</a> ?";1
LneaDw26bFsatnacZXb_S1v2dOV0EyaNuykTxwkPmWg;101Tele;;"yo I know nobody will probably even read this..  But I’m gonna type it any way because i hope at least one person will  i&#39;m a rapper with a dream. I know there&#39;s like 200k of those in this world  but please check out my music and subscribe? if you want.? thanks,  I would love nothing more than to have a decent following on youtube..  if anyone? reading this could press the &quot;THUMBS UP&quot; other people will see it  just a simple button press? could make my dream come true =) Thank You";1
z12ecbfbewzlxxe5u04cjtmhqnzsdvyx1vs0k;leslie mendoza;27/05/2015 4:28;best song?;0
LneaDw26bFtwg5A1ijrcWVqI_5EptEDoyiygIJl5Xp4;real money;; subscribe to my feed;1
LneaDw26bFtiRx1bZC7n8eZ5ZsRoXrrrfdVu_92PJd4;SlimShadyPG;;EVERYONE GO AND SHARE youtu  be/ARkglzjQuP0 ON FB,TWITTER,G+ TO VOTE FOR EMINEM TO BECOME ARTIST OF THE YEAR ON FIRST EVER YOUTUBE MUSIC AWARDS !!!  AND GET THIS METHOD TO CHEAT AT INTERNET ROULETTE OUT OF EMINEMS VIDEO ! SHADY ARTIST OF THE YEAR !;1
LneaDw26bFu5UYF_PGCmMngzhI9QbSqmuO8zWFK0DCk;MegaEvilMonkee;;"Check out Em&#39;s dope new song monster here: /watch?v=w6gkM-XNY2M  MMLP2 FTW :)";1
LneaDw26bFs8EyO6vOIKjYpRt-sa-JxqbsTjjcbiPaQ;Adela Korman;;  Check out my SEXY VIDEO :*;1
LneaDw26bFuLqTvlvHELy-tdwJHJYoSpv3zRbTj-5SQ;Adela Korman;;  Check out my SEXY VIDEO :*;1
z13acfnbooefdzs4b04chtqjgyu0g5qqmgg;Sean Gormaly;27/05/2015 1:47;Is that Charlie from lost??;0
z13sy3uphtayfrujz04citigxpnfj5c4gk00k;DrAxel81;26/05/2015 23:58;Anyone else notice that Megan Fox is in this video??;0
LneaDw26bFu5aHCxlCYOFf1hW49mEQ4diJ3yjwxuW3U;Chuck Norris;;Do you need more instagram followers or photo likes? Check out IGBlast.com and get em in minutes!;1
LneaDw26bFv9-vkMJy7kInsCbJzQ8qlJ8oUz9N7WfFQ;DanteBTV;;Check Out The New Hot Video By Dante B Called Riled Up;1
LneaDw26bFsJd_Nwz5Hi7qWxPhPBjDRYOlUjtLgDwsk;DanteBTV;;Check Out The New Hot Video By Dante B Called Riled Up;1
LneaDw26bFvAsBvYZLuVc3cJCI65rJQ9A-wZAcukfp0;101Tele;;"yo I know nobody will probably even read this..  but, Imma type it any way because i hope at least one person will  i&#39;m a rapper with a dream. I know there&#39;s like 200k of those in this world  but please check out my music and subscribe? if you want.? thanks,  I would love nothing more than to have a decent following on youtube..  if anyone? reading this could press the &quot;THUMBS UP&quot; other people will see it  just a simple button press? could make my dream come true =) Thank You";1
LneaDw26bFupwvoW3Go_MqiZr35wklInwfOlKebxCYE;Anon;;"youtube.com/watch?v=2ASFn9ShgHk&amp;feature=youtu.be  please check out my song. looking for feedback, and supporters.";1
LneaDw26bFvnMp5q__XiHBvyky8sw2uF9b-ZfDZi2to;WeTheDopeSquad;;WATCH MY VIDEOS AND SUBSCRIBE;1
LneaDw26bFvxF3dtP-JPmr1RRfbcmnhR8cXBDGWcO2M;AllDailyVines;;:D subscribe to me for daily vines;1
z12svjz4pt3sxvser22cgdsbnyfwtn55l04;Emma Fedorova;26/05/2015 22:16;LOVE IT!!!!!!!?;0
LneaDw26bFtwtT8_LopWaaxY8Oyx9gsb7cJXYi2g9_E;Brandtastic 1080;;Hay dakota u earned a subscribee;1
LneaDw26bFs87f8zCtdgtSzADarWSHU_uPcclXWKxms;Andrew Guasch;;"Listen...Check out Andrew Guasch - Crazy, Sick Flow...I&#39;m dope....that&#39;s all there is too it. If you like it Subscribe, if not, Ill be with Aftermath of TDE Soon enough.  One Love,  Peace.";1
LneaDw26bFt2UN5Rat9A-sFv7kHQK3u5BwCCi0L8W1s;DanteBTV;;Check Out The New Hot Video By Dante B Called Riled Up;1
z13zzjea3lrdfpk3323gttf4qtvwdbuhh04;Zach Myers;26/05/2015 19:46;I hate rap and I like this song?;0
z13czbe5wuelthefr22uit3o4m32v3f4q04;Chris Edgar;26/05/2015 18:40;Love the way you lie - Driveshaft?;0
z13pevnyjqyyi1o0a23wtbkiukzfcbz3j;Jakab Norbert;26/05/2015 17:26;2010:(?;0
z13xg5zjtp3sfxm4a04cf1bolmzvu154bto0k;Marsonal Carrey;26/05/2015 17:25;1,000,000 VIEWS NEAR?;0
LneaDw26bFs2gfQVXn0iARlUHD77c23Quer_0vQFKR4;Jacob Johnson;;You guys should check out this EXTRAORDINARY website called FIREPA.COM .   You can make money online and start working from home today as I am!   I am making over $3,000+ per month at FIREPA.COM !   Visit FIREPA.COM and check it out!   Lake   . Chillpal . Sturdy . Astauand . Johackle . Chorenn . Ethosien . Changeable . Public . Noxu . Ploosnar . Looplab . Hoppler . Delicious . False . Scitenoa . Locobot . Heartbreaking . Thirsty . Reminiscent;1
z124ixlgtxrxeliqw04ccr5auumhzbezcbo;Sean Messi Y.;26/05/2015 17:12;this song is NICE?;0
LneaDw26bFvEU1KP4pLe6ZX7ShycVVArHO-hQyOPKYI;Laura Brown;;You guys should check out this EXTRAORDINARY website called FIREPA.COM .   You can make money online and start working from home today as I am!   I am making over $3,000+ per month at FIREPA.COM !   Visit FIREPA.COM and check it out!   Lake   . Busyglide . Sasaroo . Sore . Chillpal . Axiomatic . Naperone . Mere . Undesirable . Agreeable . Encouraging . Imperfect . Roasted . Insidious . Modgone . Quickest . Trelod . Keen . Fresh . Economic . Bocilile;1
z12vilga4u3yjpvse23pst05vsy0xtikh;acgillespie;26/05/2015 17:09;Sick Music for sick females?;0
LneaDw26bFugQanw0UtVOqzEgWt6mBD0k6SsEV7u968;Jacob Johnson;;You guys should check out this EXTRAORDINARY website called MONEYGQ.COM .   You can make money online and start working from home today as I am!   I am making over $3,000+ per month at MONEYGQ.COM !   Visit MONEYGQ.COM and check it out!   Lake   . Victorious . Luxuriant . Alcoholic . Responsible . Unbiased . Yoffa . Ociramma . Ociramma . Handsome . Arrowgance . Mizuxe . Boaconic . Sophisticated . Ill-fated . Spourmo . Chubby . Hioffpo . Probable . Singlewave;1
z13gy34yyoexwhe2k23bwbb45pmoynthn04;Sylvie Clinkemaillie;26/05/2015 16:53;LOVE TROP FORT VOTRE  clip?;0
LneaDw26bFvpsz7rRi--uuuhcXD8DdMabES0ZpcLQlQ;Jacob Johnson;;You guys should check out this EXTRAORDINARY website called MONEYGQ.COM .   You can make money online and start working from home today as I am!   I am making over $3,000+ per month at MONEYGQ.COM !   Visit MONEYGQ.COM and check it out!   Lake   . Waratel . Misty . Exciting . Swoquix . Acaer . Chillpal . Tupacase . Arrowgance . Lively . Hard . Idiotic . Bored . Cool . Ablaze . Crabby . Aloidia . Cheilith . Feandra . Useless . Ploosnar;1
LneaDw26bFsyF8tOZ0xw7y8WVG6yqAbDgX-tObOFJHo;Laura Brown;;You guys should check out this EXTRAORDINARY website called MONEYGQ.COM .   You can make money online and start working from home today as I am!   I am making over $3,000+ per month at MONEYGQ.COM !   Visit MONEYGQ.COM and check it out!   Lake   . Ignorant . Wavefire . Reiltas . Astauand . Skizzle . Jovaphile . Swooflia . Grynn . Excellent . Slimy . Gabby . Nalpure . Lucky . Glozzom . Depressed . Better . Deep . Sinpad . Stereotyped . Toximble;1
z12wxljzemu3y5op504chzxqwkqkezor5nw0k;Maeva Bahlouli;26/05/2015 16:14;Eminem et Rihana trop belle chanson?;0
z12ts5g4zmekx3jxu04ce5wbesfkx1lrhxo0k;awsome6948;26/05/2015 15:26;this song is better then monster by eminem?;0
z13hdld4pqabztczx04cgvka1wnvtlxaxqk0k;???;26/05/2015 12:19;He is good boy!!!<br />I am krean I like to eminem~!~?;0
z12rfprhgnipxnlhy04cifqgxkjaydsw0b4;This Hans;26/05/2015 11:23;it is wonderful?;0
